Company_ID,Signup_Date,Industry,Country,Company_Size,Employees,Plan,Monthly_Fee,Contract_Type,Acquisition_Channel,Reduction_Target_Pct,Avg_Monthly_Logins,Avg_Reports_Generated,Avg_Data_Completeness_Pct,Initial_CO2_kg,Latest_CO2_kg,Observed_Reduction_Pct,Churn_Status,Churn_Date,Months_Active,Lifetime_Revenue
ECO01351,2024-03-09,Retail,UK,Small,58,Starter,39,Monthly,Organic Search,13,12.0,3.9,96.0,1936.57,1750.25,9.62,Active,,30,1170
ECO01352,2024-10-07,Retail,Germany,Small,52,Business,249,Monthly,Referral,12,8.6,3.0,84.0,1845.34,1738.3,5.8,Churned,2025-10-31,13,3237
ECO01353,2024-07-03,Professional Services,USA,Small,44,Business,249,Monthly,Paid Search,28,9.9,3.3,89.7,1176.53,1179.7,-0.27,Active,,26,6474
ECO01354,2024-11-20,Hospitality,India,Medium,211,Business,249,Annual,Paid Search,16,10.9,3.3,92.4,9976.05,8945.18,10.33,Active,,22,5478
ECO01355,2026-02-26,Education,UK,Medium,231,Business,249,Annual,Partner,18,12.1,3.6,99.0,7219.14,6864.4,4.91,Active,,7,1743
ECO01356,2024-01-25,Technology,USA,Medium,212,Starter,39,Annual,LinkedIn,15,8.7,2.8,86.0,5439.06,5116.96,5.92,Active,,32,1248
ECO01357,2024-07-17,Logistics,Australia ,Micro,15,Starter,39,Annual,Paid Search,17,12.0,3.7,96.2,830.19,839.16,-1.08,Active,,26,1014
ECO01358,2024-07-04,Healthcare,USA,Micro,7,Starter,39,Annual,Referral,24,10.8,3.5,92.1,282.65,257.85,8.77,Active,,26,1014
ECO01359,2025-12-01,Technology,USA,Micro,9,Starter,39,Monthly,Organic Search,12,9.4,3.3,91.0,254.08,235.86,7.17,Active,,9,351
ECO01360,2025-06-06,Manufacturing,UK,Small,45,Enterprise,699,Annual,LinkedIn,24,8.2,2.7,85.8,2929.45,2678.27,8.57,Active,,15,10485
ECO01361,2025-10-12,Manufacturing,UK,Medium,216,Professional,99,Annual,Outbound Sales,15,11.0,4.1,90.7,13792.73,12747.69,7.58,Active,,11,1089
ECO01362,2025-08-14,Hospitality,USA,Micro,7,Professional,99,Monthly,Referral,13,11.0,4.3,91.4,291.32,290.75,0.2,Churned,2026-04-30,9,891
ECO01363,2024-05-16,Healthcare,USA,Small,53,Professional,99,Monthly,Partner,15,10.8,3.9,92.7,2492.28,2318.78,6.96,Active,,28,2772
ECO01364,2024-10-16,Healthcare,France,Medium,237,Starter,39,Monthly,Paid Search,17,9.9,3.4,90.5,10643.96,10146.69,4.67,Active,,23,897
ECO01365,2025-10-20,Retail,Australia,Micro,5,Starter,39,Monthly,LinkedIn,18,9.0,3.9,91.1,155.08,152.37,1.75,Active,,11,429
ECO01366,2026-04-06,Hospitality,France,Micro,6,Professional,99,Monthly,,19,11.0,3.8,89.4,247.32,234.61,5.14,Active,,5,495
ECO01367,2025-06-11,Hospitality,UK,Small,79,Starter,39,Annual,Partner,20,12.1,3.8,94.4,3551.38,3248.26,8.54,Active,,15,585
ECO01368,2024-12-08,Manufacturing,France,Micro,13,Professional,99,Annual,LinkedIn,17,12.6,4.1,95.2,862.17,843.5,2.17,Active,,21,2079
ECO01369,2024-05-06,Manufacturing,Netherlands,Micro,11,Professional,99,Annual,Organic Search,20,12.2,4.1,95.9,731.98,628.66,14.12,Active,,28,2772
ECO01370,2026-04-07,Professional Services,India,Small,33,Professional,99,Annual,Partner,27,11.0,2.8,95.1,1095.43,1015.39,7.31,Active,,5,495
ECO01371,2025-07-26,Manufacturing,USA,Small,67,Starter,39,Monthly,Outbound Sales,13,10.6,4.0,90.6,4493.59,4526.63,-0.74,Churned,2026-01-31,7,273
ECO01372,2025-01-27,Retail,India,Medium,288,Starter,39,Monthly,Outbound Sales,11,9.2,3.7,90.2,10495.97,8895.5,15.25,Active,,20,780
ECO01373,2024-03-10,Hospitality,Netherlands,Small,55,Starter,39,Annual,Outbound Sales,13,4.2,1.0,80.0,2185.85,2266.25,-3.68,Churned,2024-08-31,6,234
ECO01374,2024-01-11,Hospitality,USA,Micro,13,Starter,39,Annual,Referral,20,8.3,3.0,84.5,537.66,563.69,-4.84,Churned,2024-03-31,3,117
ECO01375,2024-07-15,Technology,Germany,Small,55,Starter,39,Monthly,LinkedIn,10,9.8,2.5,86.5,1418.2,1420.65,-0.17,Churned,2024-10-31,4,156
ECO01376,2025-09-22,Logistics,Canada,Small,50,Professional,99,Annual,Organic Search,7,10.9,3.5,93.6,2790.77,2812.51,-0.78,Active,,12,1188
ECO01377,2025-02-10,Logistics,USA,Micro,19,Starter,39,Annual,Paid Search,16,10.3,2.5,88.2,1009.92,972.86,3.67,Active,,19,741
ECO01378,2025-04-02,Education,UK,Large,483,Business,249,Monthly,LinkedIn,27,11.4,4.1,95.7,17167.11,15256.1,11.13,Active,,17,4233
ECO01379,2025-09-19,Education,France,Small,66,Professional,99,Monthly,Referral,22,10.6,3.2,91.2,1894.0,1926.09,-1.69,Active,,12,1188
ECO01380,2026-07-24,Manufacturing,USA,Medium,229,Starter,39,Monthly,Outbound Sales,16,12.5,2.5,82.8,13429.21,13728.45,-2.23,Active,,2,78
ECO01381,2024-02-13,Professional Services,UK,Small,67,Professional,99,Monthly,Paid Search,18,10.3,3.4,90.6,1995.73,1861.72,6.71,Active,,31,3069
ECO01382,2025-03-23,Technology,India,Micro,5,Starter,39,Monthly,Referral,25,7.5,2.7,82.6,151.81,145.58,4.1,Churned,2025-12-31,10,390
ECO01383,2025-12-14,Professional Services,France,Large,351,Business,249,Monthly,Outbound Sales,20,9.9,3.4,89.1,9838.3,10174.23,-3.41,Active,,9,2241
ECO01384,2024-08-08,Technology,USA,Small,58,Enterprise,699,Monthly,LinkedIn,16,12.6,3.9,95.6,1647.89,1495.4,9.25,Active,,25,17475
ECO01385,2024-11-22,Manufacturing,USA,Small,64,Starter,39,Monthly,Partner,15,8.9,2.9,88.1,4338.4,4436.92,-2.27,Churned,2026-01-31,15,585
ECO01386,2025-01-04,Healthcare,France,Small,25,Starter,39,Monthly,Paid Search,8,9.4,3.6,91.6,982.56,969.95,1.28,Churned,2025-12-31,12,468
ECO01387,2026-06-08,Technology,UK,Small,56,Professional,99,Annual,Organic Search,29,10.7,2.7,90.5,1762.86,1782.03,-1.09,Active,,3,297
ECO01388,2024-06-26,Retail,Netherlands,Medium,168,Starter,39,Monthly,Referral,8,10.4,3.5,92.0,5170.33,5267.12,-1.87,Churned,2025-12-31,19,741
ECO01389,2026-06-24,Hospitality,Australia,Small,72,Professional,99,Annual,Referral,14,11.7,5.0,96.5,3370.43,3253.92,3.46,Active,,3,297
ECO01390,2025-03-03,Healthcare,USA,Small,44,Starter,39,Annual,Referral,19,9.9,3.2,89.4,1709.08,1672.15,2.16,Active,,18,702
ECO01391,2024-04-18,Manufacturing,France,Small,52,Starter,39,Annual,Outbound Sales,21,5.6,2.0,80.4,3960.48,3664.66,7.47,Churned,2025-01-31,10,390
ECO01392,2026-07-27,Technology,Australia,Micro,11,Professional,99,Annual,LinkedIn,17,9.0,4.0,87.2,388.4,351.03,9.62,Active,,2,198
ECO01393,2024-03-15,Hospitality,France,Small,51,Professional,99,Annual,Organic Search,19,11.3,3.6,92.5,1829.1,1690.97,7.55,Active,,30,2970
ECO01394,2024-03-19,Hospitality,USA,Medium,289,Starter,39,Monthly,Organic Search,15,10.3,3.3,88.0,11682.86,11517.3,1.42,Churned,2025-11-30,21,819
ECO01395,2025-12-26,Healthcare,USA,Micro,9,Starter,39,Monthly,Partner,11,10.2,3.4,90.2,367.01,352.35,3.99,Active,,9,351
ECO01396,2026-07-02,Professional Services,USA,Micro,18,Professional,99,Annual,LinkedIn,23,8.0,2.5,88.4,518.12,505.82,2.37,Active,,2,198
ECO01397,2024-05-02,Healthcare,UK,Medium,219,Business,249,Monthly,Organic Search,11,6.2,2.7,83.0,9567.38,8731.79,8.73,Churned,2025-12-31,20,4980
ECO01398,2024-01-17,Professional Services,France,Medium,155,Starter,39,Monthly,Outbound Sales,11,11.6,3.8,94.4,5002.42,5085.13,-1.65,Churned,2026-06-30,30,1170
ECO01399,2025-07-08,Retail,India,Micro,9,Professional,99,Monthly,LinkedIn,15,10.9,3.6,92.6,328.51,311.3,5.24,Active,,14,1386
ECO01400,2025-12-25,Hospitality,USA,Small,55,Professional,99,Monthly,Organic Search,15,12.8,4.2,97.2,2360.31,2339.43,0.88,Churned,2026-07-31,8,792
ECO01401,2026-05-15,Manufacturing,Netherlands,Micro,19,Professional,99,Annual,Partner,15,11.0,3.2,96.1,1256.94,1283.48,-2.11,Active,,4,396
ECO01402,2025-02-12,Logistics,Canada,Small,74,Professional,99,Monthly,LinkedIn,14,7.6,3.0,87.5,4071.12,4036.17,0.86,Churned,2026-05-31,16,1584
ECO01403,2024-09-03,Manufacturing,France,Medium,231,Starter,39,Annual,Paid Search,23,12.2,4.5,96.2,16365.68,14952.33,8.64,Active,,24,936
ECO01404,2024-03-22,Technology,UK,Small,50,Enterprise,699,Monthly,Organic Search,19,7.6,2.5,89.1,1385.38,1254.19,9.47,Churned,2025-07-31,17,11883
ECO01405,2026-08-04,Manufacturing,Australia,Large,404,Business,249,Annual,Partner,8,9.0,4.0,88.7,27297.65,27297.65,0.0,Active,,1,249
ECO01406,2024-05-14,Manufacturing,India,Small,27,Professional,99,Monthly,LinkedIn,19,10.5,3.6,94.5,1733.62,1693.14,2.33,Churned,2025-03-31,11,1089
ECO01407,2025-12-07,Manufacturing,Netherlands,Small,71,Business,249,Annual,LinkedIn,18,12.2,4.7,96.5,4827.44,4537.8,6.0,Active,,9,2241
ECO01408,2024-02-07,Hospitality,Netherlands,Medium,157,Professional,99,Monthly,LinkedIn,23,11.7,3.7,94.0,7735.98,6944.19,10.24,Active,,31,3069
ECO01409,2025-02-10,Hospitality,UK,Medium,290,Business,249,Annual,Paid Search,18,11.4,3.6,92.3,12175.41,10208.83,16.15,Active,,19,4731
ECO01410,2025-03-21,Technology,Germany,Small,61,Professional,99,Monthly,Organic Search,12,10.6,3.3,93.9,1727.03,1659.7,3.9,Active,,18,1782
ECO01411,2026-05-26,Hospitality,UK,Small,25,Starter,39,Annual,LinkedIn,12,8.8,2.2,82.0,1123.01,1151.29,-2.52,Active,,4,156
ECO01412,2024-03-09,Retail,Australia,Micro,16,Starter,39,Annual,Paid Search,14,10.8,3.8,92.9,492.93,499.28,-1.29,Churned,2024-10-31,8,312
ECO01413,2025-05-04,Professional Services,France,Large,488,Business,249,Monthly,Outbound Sales,22,4.4,1.7,78.3,14935.31,14807.19,0.86,Churned,2026-03-31,11,2739
ECO01414,2025-08-21,Logistics,UK,Small,55,Professional,99,Monthly,Paid Search,20,11.7,3.8,93.2,3170.06,3065.74,3.29,Active,,13,1287
ECO01415,2025-05-06,Professional Services,Netherlands,Small,60,Starter,39,Annual,Referral,21,12.4,3.4,95.4,2079.19,2050.9,1.36,Active,,16,624
ECO01416,2026-06-16,Retail,USA,Large,340,Enterprise,699,Monthly,LinkedIn,17,10.0,4.0,86.8,11796.23,12866.93,-9.08,Active,,3,2097
ECO01417,2024-04-12,Retail,Germany,Medium,196,Business,249,Monthly,Partner,16,7.0,2.2,81.9,7153.71,7189.2,-0.5,Active,,29,7221
ECO01418,2025-08-15,Education,Germany,Small,45,Starter,39,Monthly,Organic Search,15,10.6,3.9,89.6,1461.24,1217.76,16.66,Churned,2026-04-30,9,351
ECO01419,2026-04-10,Technology,USA,Micro,13,Starter,39,Annual,Outbound Sales,12,12.2,3.8,96.8,411.64,422.8,-2.71,Active,,5,195
ECO01420,2026-08-17,Healthcare,France,Small,33,Starter,39,Annual,Referral,24,15.0,2.0,87.9,1599.92,1599.92,0.0,Active,,1,39
ECO01421,2024-08-21,Technology,UK,Small,22,Business,249,Annual,Organic Search,25,11.4,3.5,90.6,651.38,641.44,1.53,Churned,2026-05-31,22,5478
ECO01422,2026-03-24,Hospitality,Australia,Small,31,Professional,99,Monthly,Outbound Sales,22,9.8,2.7,85.4,1384.7,1293.36,6.6,Active,,6,594
ECO01423,2025-09-06,Retail,Germany,Micro,11,Professional,99,Monthly,Referral,22,6.2,2.3,79.8,401.25,374.23,6.73,Active,,12,1188
ECO01424,2025-01-26,Hospitality,UK,Micro,6,Business,249,Monthly,Paid Search,16,11.0,3.8,93.7,257.16,244.54,4.91,Active,,20,4980
ECO01425,2025-01-19,Professional Services,France,Small,26,Professional,99,Monthly,LinkedIn,15,9.0,2.9,88.5,641.76,595.87,7.15,Churned,2026-07-31,19,1881
ECO01426,2025-12-07,Professional Services,USA,Small,41,Starter,39,Annual,Outbound Sales,21,11.4,3.7,92.7,1103.39,1067.1,3.29,Active,,9,351
ECO01427,2025-08-15,Technology,UK,Medium,270,Starter,39,Monthly,Referral,14,8.0,4.0,87.5,7769.46,8107.01,-4.34,Churned,2025-11-30,4,156
ECO01428,2024-04-20,Education,Australia,Small,46,Business,249,Annual,Organic Search,7,11.0,4.0,91.9,1391.23,1316.25,5.39,Active,,29,7221
ECO01429,2025-09-09,Manufacturing,France,Small,28,Enterprise,699,Monthly,Referral,8,9.3,3.3,84.3,1791.6,1659.89,7.35,Active,,12,8388
ECO01430,2026-07-27,Professional Services,Germany,Micro,12,Professional,99,Annual,Paid Search,18,9.5,3.5,85.4,432.5,417.47,3.48,Active,,2,198
ECO01431,2025-06-09,Technology,USA,Small,21,Professional,99,Monthly,LinkedIn,11,10.7,3.8,94.9,637.59,557.81,12.51,Active,,15,1485
ECO01432,2025-03-18,Professional Services,UK,Small,20,Starter,39,Monthly,LinkedIn,19,11.6,3.9,94.6,628.85,627.26,0.25,Active,,18,702
ECO01433,2026-02-17,Technology,Germany,Small,28,Professional,99,Annual,LinkedIn,22,9.4,2.9,87.1,835.98,787.29,5.82,Active,,7,693
ECO01434,2024-10-09,Manufacturing,UK,Large,1059,Business,249,Annual,Outbound Sales,15,11.2,4.0,95.1,75838.12,70505.47,7.03,Active,,23,5727
ECO01435,2026-08-07,Hospitality,France,Small,59,Professional,99,Annual,Organic Search,21,8.0,2.0,74.1,2677.02,2677.02,0.0,Active,,1,99
ECO01436,2024-12-07,Technology,Netherlands,Medium,213,Enterprise,699,Monthly,Outbound Sales,12,9.9,3.7,89.6,6471.1,5905.87,8.73,Churned,2026-01-31,14,9786
ECO01437,2026-03-04,Manufacturing,India,Medium,225,Starter,39,Monthly,Paid Search,18,10.6,3.2,85.6,16098.28,15885.88,1.32,Churned,2026-07-31,5,195
ECO01438,2024-04-10,Technology,India,Small,24,Professional,99,Annual,LinkedIn,13,12.6,4.2,96.3,686.71,693.56,-1.0,Churned,2025-04-30,13,1287
ECO01439,2025-05-05,Logistics,USA,Large,760,Business,249,Monthly,LinkedIn,29,10.5,3.1,88.1,36193.76,33791.46,6.64,Active,,16,3984
ECO01440,2024-07-09,Technology,Canada,Micro,17,Business,249,Monthly,Outbound Sales,20,9.0,2.8,82.6,548.94,515.85,6.03,Churned,2024-12-31,6,1494
ECO01441,2024-09-11,Manufacturing,USA,Micro,19,Starter,39,Annual,LinkedIn,19,11.9,4.0,94.1,1267.78,1132.13,10.7,Active,,24,936
ECO01442,2024-01-04,Manufacturing,UK,Micro,14,Starter,39,Annual,Referral,19,12.9,3.9,95.5,1060.79,995.46,6.16,Active,,32,1248
ECO01443,2024-10-23,Logistics,France,Small,33,Professional,99,Annual,Outbound Sales,27,10.5,3.1,89.3,1714.91,1708.78,0.36,Active,,23,2277
ECO01444,2024-07-22,Hospitality,UK,Medium,224,Starter,39,Monthly,Referral,27,5.2,2.2,78.9,9583.26,9349.75,2.44,Churned,2026-06-30,24,936
ECO01445,2025-10-24,Manufacturing,Germany,Large,734,Business,249,Annual,Organic Search,13,8.5,3.3,89.4,50361.3,47917.86,4.85,Active,,11,2739
ECO01446,2024-09-20,Manufacturing,Netherlands,Micro,6,Business,249,Annual,Outbound Sales,14,11.5,3.8,93.7,443.42,421.16,5.02,Active,,24,5976
ECO01447,2025-09-14,Retail,UK,Small,61,Business,249,Monthly,Referral,17,9.5,4.1,90.1,2454.84,2166.61,11.74,Active,,12,2988
ECO01448,2026-06-23,Technology,UK,Micro,8,Business,249,Annual,Partner,25,10.0,4.0,88.3,263.62,254.29,3.54,Active,,3,747
ECO01449,2025-12-25,Technology,France,Micro,16,Starter,39,Monthly,Referral,9,12.3,3.7,95.0,499.31,469.01,6.07,Active,,9,351
ECO01450,2024-06-05,Hospitality,Netherlands,Small,70,Professional,99,Annual,Paid Search,18,10.3,3.4,92.8,2931.93,2563.79,12.56,Active,,27,2673
ECO01451,2025-06-23,Technology,USA,Medium,83,Professional,99,Annual,Organic Search,20,11.7,4.3,94.1,2222.39,2093.43,5.8,Active,,15,1485
ECO01452,2026-06-07,Logistics,UK,Small,21,Starter,39,Annual,LinkedIn,19,6.7,2.7,83.7,924.68,977.27,-5.69,Active,,3,117
ECO01453,2024-02-16,Education,UK,Small,77,Enterprise,699,Monthly,Paid Search,26,8.8,3.2,87.6,2190.77,1990.51,9.14,Churned,2026-06-30,29,20271
ECO01454,2025-09-03,Manufacturing,UK,Small,46,Starter,39,Annual,LinkedIn,11,11.1,3.8,96.6,3171.31,2865.56,9.64,Active,,12,468
ECO01455,2025-04-11,Education,France,Small,48,Business,249,Monthly,Partner,18,7.9,3.2,86.6,1289.73,1322.98,-2.58,Active,,17,4233
ECO01456,2026-01-01,Hospitality,Australia,Small,47,Starter,39,Monthly,Partner,20,9.9,3.1,86.1,2340.31,2282.68,2.46,Active,,8,312
ECO01457,2025-06-04,Manufacturing,USA,Small,22,Business,249,Annual,Paid Search,23,9.2,2.7,84.6,1448.33,1355.25,6.43,Active,,15,3735
ECO01458,2025-07-11,Education,UK,Large,1092,Business,249,Monthly,Outbound Sales,13,11.2,2.9,92.8,34090.28,32728.09,4.0,Active,,14,3486
ECO01459,2024-11-27,Hospitality,Germany,Small,52,Starter,39,Monthly,Organic Search,19,11.7,3.6,94.0,2487.32,2106.87,15.3,Churned,2025-07-31,9,351
ECO01460,2024-05-15,Technology,India,Small,24,Starter,39,Annual,Outbound Sales,12,8.7,2.9,88.2,764.77,712.84,6.79,Churned,2025-11-30,19,741
ECO01461,2026-03-14,Healthcare,France,Small,55,Business,249,Annual,LinkedIn,22,10.5,3.5,94.9,2284.73,2139.07,6.38,Active,,6,1494
ECO01462,2026-05-01,Technology,UK,Large,642,Business,249,Annual,Referral,15,12.2,3.5,97.0,19614.13,19216.7,2.03,Active,,4,996
ECO01463,2026-06-12,Retail,France,Micro,6,Professional,99,Monthly,LinkedIn,14,12.0,3.7,94.1,204.67,203.93,0.36,Active,,3,297
ECO01464,2025-08-22,Manufacturing,UK,Small,56,Professional,99,Annual,Organic Search,15,13.1,4.2,95.4,3741.9,3822.41,-2.15,Churned,2026-07-31,12,1188
ECO01465,2026-02-26,Retail,UK,Micro,10,Starter,39,Monthly,Organic Search,22,8.4,3.9,88.9,337.12,311.74,7.53,Active,,7,273
ECO01466,2024-06-05,Professional Services,Germany,Small,28,Starter,39,Annual,Organic Search,21,11.7,3.9,95.2,847.11,815.96,3.68,Active,,27,1053
ECO01467,2025-09-06,Education,France,Micro,8,Starter,39,Monthly,Outbound Sales,23,9.4,3.4,88.5,266.26,254.64,4.36,Active,,12,468
ECO01468,2026-03-01,Healthcare,India,Small,22,Business,249,Monthly,LinkedIn,16,10.8,3.8,92.5,982.1,999.71,-1.79,Active,,6,1494
ECO01469,2026-08-13,Education,UK,Medium,293,Professional,99,Monthly,Referral,20,8.0,3.0,86.9,8335.91,8335.91,0.0,Active,,1,99
ECO01470,2024-09-19,Healthcare,UK,Small,34,Professional,99,Annual,Outbound Sales,5,5.6,2.0,78.1,1436.3,1396.63,2.76,Churned,2026-01-31,17,1683
ECO01471,2026-03-18,Manufacturing,France,Small,77,Professional,99,Monthly,Organic Search,15,9.7,3.3,86.0,5274.72,4856.01,7.94,Active,,6,594
ECO01472,2025-02-10,Technology,UK,Small,71,Starter,39,Annual,Organic Search,22,12.6,3.3,96.5,2228.85,2096.32,5.95,Churned,2025-08-31,7,273
ECO01473,2025-03-25,Healthcare,USA,Micro,6,Starter,39,Annual,LinkedIn,22,10.4,3.5,94.2,278.95,254.37,8.81,Active,,18,702
ECO01474,2024-11-03,Professional Services,Germany,Small,30,Starter,39,Monthly,Organic Search,7,9.2,3.0,88.7,910.45,877.87,3.58,Churned,2026-07-31,21,819
ECO01475,2026-06-13,Technology,USA,Micro,6,Starter,39,Monthly,Referral,21,11.0,3.3,94.0,190.39,189.53,0.45,Active,,3,117
ECO01476,2026-06-13,Technology,France,Medium,160,Starter,39,Monthly,Partner,17,9.7,3.0,92.8,4820.58,4606.7,4.44,Active,,3,117
ECO01477,2025-04-16,Manufacturing,UK,Micro,18,Business,249,Annual,Organic Search,23,11.4,3.4,96.8,1155.51,1182.47,-2.33,Active,,17,4233
ECO01478,2026-01-12,Professional Services,Netherlands,Small,22,Starter,39,Annual,Organic Search,18,11.8,3.8,94.4,639.37,700.76,-9.6,Active,,8,312
ECO01479,2024-09-10,Technology,Australia,Small,31,Starter,39,Monthly,Referral,12,12.1,4.2,96.1,1102.21,1050.63,4.68,Churned,2025-05-31,9,351
ECO01480,2025-12-18,Manufacturing,UK,Small,61,Starter,39,Annual,Organic Search,13,8.6,2.8,82.1,4207.92,3988.75,5.21,Active,,9,351
ECO01481,2025-05-15,Retail,Germany,Medium,221,Starter,39,Monthly,Referral,20,12.1,3.9,95.3,7125.42,7128.32,-0.04,Active,,16,624
ECO01482,2025-12-23,Professional Services,Australia,Micro,17,Business,249,Monthly,Paid Search,25,11.7,4.1,96.1,551.05,478.86,13.1,Active,,9,2241
ECO01483,2025-11-21,Manufacturing,India,Small,28,Business,249,Annual,Referral,20,9.4,3.0,90.7,1819.92,1746.15,4.05,Active,,10,2490
ECO01484,2026-06-09,Healthcare,USA,Medium,168,Starter,39,Annual,LinkedIn,27,13.7,4.0,92.9,7465.44,7108.4,4.78,Active,,3,117
ECO01485,2025-02-17,Retail,Australia,Medium,91,Starter,39,Annual,Partner,18,9.7,2.9,88.8,3509.49,3201.29,8.78,Active,,19,741
ECO01486,2026-03-23,Retail,UK,Small,38,Starter,39,Annual,LinkedIn,16,11.2,4.5,96.8,1343.96,1267.01,5.73,Active,,6,234
ECO01487,2026-03-19,Retail,France,Small,59,Business,249,Annual,LinkedIn,27,10.3,3.2,86.6,2125.61,2062.55,2.97,Active,,6,1494
ECO01488,2024-04-02,Technology,UK,Micro,15,Business,249,Annual,Outbound Sales,16,8.8,3.0,87.0,416.65,396.0,4.96,Active,,29,7221
ECO01489,2025-08-13,Manufacturing,France,Medium,268,Professional,99,Monthly,Outbound Sales,15,10.9,3.1,90.6,20102.07,19526.02,2.87,Active,,13,1287
ECO01490,2025-02-16,Retail,Canada,Micro,8,Professional,99,Monthly,Paid Search,8,9.6,3.2,89.5,266.83,221.43,17.01,Churned,2026-08-31,19,1881
ECO01491,2025-01-22,Technology,USA,Small,33,Starter,39,Annual,Outbound Sales,20,11.6,3.8,94.3,974.51,1043.02,-7.03,Active,,20,780
ECO01492,2025-02-09,Manufacturing,UK,Medium,266,Professional,99,Annual,Outbound Sales,15,6.6,2.2,78.0,20178.31,17293.74,14.3,Active,,19,1881
ECO01493,2025-03-22,Professional Services,Canada,Small,71,Business,249,Annual,Organic Search,16,9.8,3.2,88.5,1859.86,1806.0,2.9,Active,,18,4482
ECO01494,2026-05-09,Healthcare,India,Medium,287,Professional,99,Monthly,Partner,22,12.2,3.8,92.8,11750.4,11700.06,0.43,Active,,4,396
ECO01495,2026-03-06,Healthcare,Australia ,Small,51,Enterprise,699,Annual,LinkedIn,20,11.2,4.3,97.4,2322.24,2189.25,5.73,Active,,6,4194
ECO01496,2025-09-22,Technology,India,Small,36,Starter,39,Monthly,Paid Search,16,12.7,4.3,96.6,1090.85,1070.0,1.91,Churned,2025-11-30,3,117
ECO01497,2025-06-10,Technology,Germany,Large,750,Starter,39,Monthly,Organic Search,10,8.3,3.7,93.1,22784.36,21222.23,6.86,Churned,2025-08-31,3,117
ECO01498,2026-05-15,Retail,UK,Small,55,Business,249,Annual,Referral,18,13.8,4.5,97.2,2085.45,1870.73,10.3,Active,,4,996
ECO01499,2024-10-02,Healthcare,USA,Small,71,Professional,99,Annual,LinkedIn,15,11.7,3.6,96.0,3624.7,3187.82,12.05,Active,,23,2277
ECO01500,2025-01-17,Manufacturing,Netherlands,Medium,290,Starter,39,Monthly,Partner,16,7.2,2.2,82.4,21517.02,17562.05,18.38,Active,,20,780
ECO01501,2025-08-14,Education,UK,Small,25,Professional,99,Monthly,Organic Search,15,11.6,4.0,93.8,829.2,772.55,6.83,Active,,13,1287
ECO01502,2026-08-05,Technology,Germany,Micro,16,Professional,99,Monthly,Outbound Sales,6,10.0,2.0,93.5,490.67,490.67,0.0,Active,,1,99
ECO01503,2024-07-26,Hospitality,Canada,Micro,19,Professional,99,Monthly,Outbound Sales,24,12.0,4.6,94.3,711.24,717.06,-0.82,Churned,2025-01-31,7,693
ECO01504,2024-02-18,Logistics,Netherlands,Small,69,Business,249,Annual,Paid Search,18,11.8,3.6,93.6,3515.87,3285.07,6.56,Churned,2025-09-30,20,4980
ECO01505,2026-03-12,Hospitality,France,Medium,254,Business,249,Annual,Organic Search,17,12.8,3.3,95.5,9872.99,10141.92,-2.72,Active,,6,1494
ECO01506,2025-12-01,Education,USA,Medium,118,Professional,99,Monthly,Partner,14,9.2,2.9,84.7,3573.69,3654.41,-2.26,Active,,9,891
ECO01507,2024-10-02,Manufacturing,Germany,Small,32,Professional,99,Monthly,LinkedIn,21,7.6,2.6,86.7,2061.85,1853.97,10.08,Churned,2025-04-30,7,693
ECO01508,2025-07-07,Technology,USA,Medium,88,Business,249,Monthly,Paid Search,18,12.3,3.9,94.2,2734.91,2300.23,15.89,Churned,2026-08-31,14,3486
ECO01509,2025-05-22,Healthcare,Germany,Micro,7,Business,249,Monthly,Referral,16,9.1,3.4,86.8,372.31,347.92,6.55,Active,,16,3984
ECO01510,2025-08-01,Retail,UK,Medium,144,Starter,39,Monthly,Outbound Sales,22,11.2,4.1,95.8,5237.52,4896.98,6.5,Churned,2026-07-31,12,468
ECO01511,2025-09-04,Hospitality,Germany,Small,61,Starter,39,Annual,LinkedIn,19,11.5,4.0,94.8,2448.65,2297.82,6.16,Churned,2026-07-31,11,429
ECO01512,2026-01-06,Hospitality,USA,Micro,10,Starter,39,Monthly,Outbound Sales,21,11.8,2.8,97.2,419.71,378.95,9.71,Active,,8,312
ECO01513,2025-12-19,Technology,Netherlands,Large,712,Business,249,Annual,Referral,20,11.7,4.0,93.2,23164.34,20298.71,12.37,Active,,9,2241
ECO01514,2026-02-14,Retail,India,Micro,5,Starter,39,Monthly,Paid Search,21,11.0,3.3,94.3,202.35,187.03,7.57,Active,,7,273
ECO01515,2025-08-23,Hospitality,Netherlands,Large,645,Business,249,Monthly,LinkedIn,15,8.2,3.1,83.8,24056.17,22332.77,7.16,Active,,13,3237
ECO01516,2025-02-26,Retail,India,Small,32,Professional,99,Monthly,Outbound Sales,19,12.0,4.1,96.2,1153.83,1108.05,3.97,Active,,19,1881
ECO01517,2026-07-23,Manufacturing,Germany,Medium,222,Starter,39,Monthly,Organic Search,5,13.0,3.0,83.3,15467.17,16169.79,-4.54,Active,,2,78
ECO01518,2025-05-23,Technology,UK,Micro,9,Starter,39,Monthly,LinkedIn,16,9.5,3.5,90.9,275.78,257.18,6.74,Churned,2025-08-31,4,156
ECO01519,2025-04-05,Professional Services,UK,Medium,84,Starter,39,Annual,Paid Search,20,9.8,3.7,91.7,2764.08,2585.67,6.45,Active,,17,663
